,candidato,municipio,local,zona,secao,turno,votos_recebidos,ds_grau_escolaridade_ensino_fundamental_completo,ds_grau_escolaridade_ensino_médio_incompleto,ds_grau_escolaridade_analfabeto,ds_grau_escolaridade_ensino_médio_completo,ds_grau_escolaridade_superior_completo,ds_grau_escolaridade_lê_e_escreve,ds_grau_escolaridade_ensino_fundamental_incompleto,ds_grau_escolaridade_superior_incompleto,ds_raca_cor_não_informado,ds_raca_cor_preta,ds_raca_cor_parda,ds_raca_cor_branca,ds_raca_cor_amarela,ds_raca_cor_indígena,ds_faixa_etaria_45_a_49_anos,ds_faixa_etaria_50_a_54_anos,ds_faixa_etaria_40_a_44_anos,ds_faixa_etaria_21_a_24_anos,ds_faixa_etaria_25_a_29_anos,ds_faixa_etaria_19_anos,ds_faixa_etaria_20_anos,ds_faixa_etaria_18_anos,ds_faixa_etaria_17_anos,ds_faixa_etaria_16_anos,ds_faixa_etaria_55_a_59_anos,ds_faixa_etaria_85_a_89_anos,ds_faixa_etaria_90_a_94_anos,ds_faixa_etaria_80_a_84_anos,ds_faixa_etaria_75_a_79_anos,ds_faixa_etaria_70_a_74_anos,ds_faixa_etaria_65_a_69_anos,ds_faixa_etaria_35_a_39_anos,ds_faixa_etaria_95_a_99_anos,ds_faixa_etaria_100_anos_ou_mais,ds_faixa_etaria_60_a_64_anos,ds_faixa_etaria_30_a_34_anos,ds_faixa_etaria_inválida,ds_genero_feminino,ds_genero_masculino,eleitores_totais,percentual_votos
736,SEBASTIAO BOCALOM RODRIGUES,1392,1767,9,203,1,155,15,61,6,106,59,6,44,45,307,5,21,8,0,1,25,31,35,10,45,2,3,5,4,3,23,0,0,3,6,6,9,36,0,0,24,72,0,193,149,342,0.45321637426900585
737,SEBASTIAO BOCALOM RODRIGUES,1392,3425,1,686,1,125,23,82,24,81,8,23,85,7,284,3,34,7,1,4,35,27,48,30,42,3,6,4,6,6,17,5,1,3,2,10,9,37,0,0,9,33,0,186,147,333,0.37537537537537535
738,SEBASTIAO BOCALOM RODRIGUES,1392,1236,9,171,1,155,15,65,16,109,26,20,65,19,306,4,23,2,0,0,22,19,45,8,13,3,4,9,0,1,19,1,0,3,5,6,17,123,0,0,18,19,0,174,161,335,0.4626865671641791
739,SEBASTIAO BOCALOM RODRIGUES,1392,2100,9,331,1,129,9,32,1,89,95,4,26,42,298,0,0,0,0,0,46,37,74,21,13,2,5,0,0,0,17,2,0,2,3,7,9,16,0,0,15,29,0,155,143,298,0.43288590604026844
740,SEBASTIAO BOCALOM RODRIGUES,1392,3557,1,726,1,114,17,71,26,59,5,23,85,6,255,3,30,4,0,0,20,27,21,46,50,11,3,2,6,1,10,0,0,1,3,9,16,22,0,0,18,26,0,150,142,292,0.3904109589041096
741,SEBASTIAO BOCALOM RODRIGUES,1392,1465,1,159,1,149,15,27,7,72,92,13,40,50,316,0,0,0,0,0,34,52,16,0,19,0,0,0,0,0,32,5,3,13,11,12,19,33,0,0,20,47,0,173,143,316,0.47151898734177217
742,SEBASTIAO BOCALOM RODRIGUES,1392,1082,9,46,1,140,24,33,9,99,77,9,36,44,309,1,16,5,0,0,28,23,52,6,13,2,7,0,2,1,34,8,1,9,10,29,31,29,1,0,22,23,0,176,155,331,0.4229607250755287
743,SEBASTIAO BOCALOM RODRIGUES,1392,1090,9,51,1,130,32,48,17,80,6,32,89,21,306,3,10,4,0,2,21,19,57,22,29,3,3,1,1,2,30,1,1,3,8,12,29,29,0,0,19,35,0,167,158,325,0.4
744,SEBASTIAO BOCALOM RODRIGUES,1392,1554,9,293,1,116,11,47,13,90,35,10,47,28,232,1,39,9,0,0,10,12,31,36,60,6,14,9,1,0,18,0,0,2,3,5,6,34,0,0,12,22,0,145,136,281,0.4128113879003559
745,SEBASTIAO BOCALOM RODRIGUES,1392,1589,9,89,1,170,24,44,17,92,23,33,86,20,327,0,11,1,0,0,75,41,62,1,19,0,0,1,3,1,28,3,2,4,4,6,12,28,0,0,17,32,0,185,154,339,0.5014749262536873
746,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,151,1,79,16,37,9,53,39,11,51,19,215,3,13,3,0,1,19,24,15,37,12,1,1,1,2,4,17,2,0,4,5,21,24,9,1,0,23,13,0,128,107,235,0.33617021276595743
747,SEBASTIAO BOCALOM RODRIGUES,1392,3034,1,531,1,116,7,84,8,89,16,16,34,27,257,4,19,1,0,0,20,12,14,12,125,0,0,3,3,1,16,0,0,0,3,5,8,19,0,0,9,31,0,142,139,281,0.4128113879003559
748,SEBASTIAO BOCALOM RODRIGUES,1392,3581,1,680,1,88,16,29,2,55,70,8,20,31,224,0,4,3,0,0,18,10,21,10,17,4,4,2,0,0,28,1,4,3,9,29,19,20,0,0,18,14,0,125,106,231,0.38095238095238093
749,SEBASTIAO BOCALOM RODRIGUES,1392,2194,9,457,1,83,6,49,12,41,10,14,54,7,48,20,110,15,0,0,16,10,16,23,14,19,11,7,7,11,11,0,0,0,2,3,7,9,0,0,7,20,0,95,98,193,0.43005181347150256
750,SEBASTIAO BOCALOM RODRIGUES,1392,3590,1,736,1,127,26,39,11,99,53,12,60,35,300,3,28,4,0,0,79,19,69,8,25,4,3,3,7,0,18,1,0,3,3,11,12,25,1,0,13,31,0,185,150,335,0.37910447761194027
751,SEBASTIAO BOCALOM RODRIGUES,1392,2186,9,355,1,147,16,40,3,99,81,7,30,58,303,2,22,7,0,0,20,21,41,5,27,1,1,8,1,1,20,0,0,4,4,10,10,106,0,0,16,38,0,188,146,334,0.44011976047904194
752,SEBASTIAO BOCALOM RODRIGUES,1392,1171,9,42,1,101,17,22,9,64,38,29,57,22,258,0,0,0,0,0,15,11,27,1,13,0,0,0,0,0,32,6,2,10,9,25,20,36,1,2,32,16,0,134,124,258,0.39147286821705424
753,SEBASTIAO BOCALOM RODRIGUES,1392,3298,1,640,1,138,5,43,3,98,87,3,26,71,299,2,23,12,0,0,25,32,28,11,23,6,5,5,3,3,24,2,1,4,4,3,14,21,0,0,11,111,0,176,160,336,0.4107142857142857
754,SEBASTIAO BOCALOM RODRIGUES,1392,3557,1,725,1,116,18,48,31,63,6,50,74,6,257,6,30,3,0,0,27,20,39,5,13,3,5,4,3,1,22,3,2,6,17,11,12,43,1,0,18,41,0,146,150,296,0.3918918918918919
755,SEBASTIAO BOCALOM RODRIGUES,1392,1074,1,24,1,84,10,48,6,70,37,16,36,16,212,4,18,5,0,0,19,11,20,31,14,11,12,7,0,0,30,4,3,4,3,6,23,9,0,0,21,11,0,120,119,239,0.3514644351464435
756,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,31,1,72,12,24,11,67,54,15,40,15,207,2,26,2,0,1,10,11,17,16,19,1,3,3,3,0,32,1,2,3,7,10,20,17,1,0,49,13,0,130,108,238,0.3025210084033613
757,SEBASTIAO BOCALOM RODRIGUES,1392,3280,1,635,1,119,18,28,3,83,84,21,45,44,307,1,15,3,0,0,19,27,37,5,13,3,0,3,2,0,32,2,2,15,21,25,19,44,0,0,29,28,0,174,152,326,0.36503067484662577
758,SEBASTIAO BOCALOM RODRIGUES,1392,3549,1,802,1,118,8,77,5,103,57,7,22,36,260,2,34,17,1,1,10,20,20,96,42,11,14,6,4,1,7,1,2,0,1,4,8,34,0,0,13,21,0,171,144,315,0.3746031746031746
759,SEBASTIAO BOCALOM RODRIGUES,1392,1031,9,282,1,123,14,100,4,113,35,9,24,33,297,2,27,6,0,0,22,17,27,47,100,1,4,4,12,1,13,1,0,2,2,5,6,33,0,0,10,25,0,176,156,332,0.3704819277108434
760,SEBASTIAO BOCALOM RODRIGUES,1392,1520,9,60,1,103,11,29,1,88,77,15,25,67,313,0,0,0,0,0,21,16,31,8,25,1,3,0,0,0,30,2,0,3,12,17,12,45,0,0,30,57,0,166,147,313,0.329073482428115
761,SEBASTIAO BOCALOM RODRIGUES,1392,1368,9,11,1,89,10,34,3,73,43,21,34,21,228,0,10,1,0,0,21,7,52,22,28,1,3,2,0,1,17,4,0,4,6,14,18,8,2,0,22,7,0,130,109,239,0.3723849372384937
762,SEBASTIAO BOCALOM RODRIGUES,1392,1376,9,22,1,127,10,36,7,83,102,5,36,48,313,0,9,5,0,0,77,32,55,23,23,4,3,2,2,3,13,0,1,0,5,7,16,18,0,0,20,23,0,185,142,327,0.38837920489296635
763,SEBASTIAO BOCALOM RODRIGUES,1392,3522,1,682,1,114,11,10,2,37,49,8,22,10,147,1,1,0,0,0,8,11,11,1,3,0,0,0,0,0,21,1,1,7,8,17,17,5,1,1,28,8,0,79,70,149,0.7651006711409396
764,SEBASTIAO BOCALOM RODRIGUES,1392,1252,9,99,1,121,31,50,31,60,13,40,95,13,302,4,21,4,1,1,31,43,39,10,26,6,1,3,4,0,30,4,3,6,9,14,14,33,0,0,24,33,0,161,172,333,0.3633633633633634
765,SEBASTIAO BOCALOM RODRIGUES,1392,1538,9,145,1,144,20,58,16,107,17,26,69,18,296,3,27,5,0,0,32,29,45,12,24,4,5,4,1,0,21,1,2,3,1,7,13,67,0,0,17,43,0,199,132,331,0.4350453172205438
766,SEBASTIAO BOCALOM RODRIGUES,1392,1163,9,167,1,139,19,62,13,122,18,24,59,16,300,3,27,3,0,0,19,16,39,39,27,1,4,2,3,0,24,4,0,2,7,6,9,105,0,0,8,18,0,181,152,333,0.4174174174174174
767,SEBASTIAO BOCALOM RODRIGUES,1392,2763,1,487,1,177,28,36,17,63,19,26,89,14,292,0,0,0,0,0,37,24,47,0,26,0,0,0,0,0,18,1,0,5,11,11,25,29,1,0,23,34,0,156,136,292,0.6061643835616438
768,SEBASTIAO BOCALOM RODRIGUES,1392,3840,1,834,1,135,11,113,8,112,15,6,25,21,102,23,150,31,4,1,33,9,18,40,19,37,36,26,24,9,6,0,0,0,1,3,5,22,0,0,6,17,0,164,147,311,0.4340836012861736
769,SEBASTIAO BOCALOM RODRIGUES,1392,1082,9,47,1,131,31,40,5,97,77,15,38,31,311,2,15,6,0,0,28,14,52,9,21,8,1,3,2,0,37,6,3,8,15,32,24,26,0,0,28,17,0,174,160,334,0.39221556886227543
770,SEBASTIAO BOCALOM RODRIGUES,1392,2500,1,192,1,134,14,21,1,36,46,12,26,13,162,0,5,2,0,0,7,8,4,11,1,4,0,1,0,0,19,7,1,7,10,45,15,3,3,0,18,5,0,98,71,169,0.7928994082840237
771,SEBASTIAO BOCALOM RODRIGUES,1392,2119,9,335,1,147,10,20,5,99,134,7,13,44,309,0,15,8,0,0,29,32,123,16,10,1,4,1,0,0,30,1,1,2,2,4,13,20,1,0,16,26,0,182,150,332,0.4427710843373494
772,SEBASTIAO BOCALOM RODRIGUES,1392,2542,1,442,1,134,19,66,20,82,9,40,77,15,288,4,32,3,1,0,34,31,47,10,26,6,3,4,5,2,26,3,1,5,8,8,12,49,0,0,14,34,0,183,145,328,0.40853658536585363
773,SEBASTIAO BOCALOM RODRIGUES,1392,1066,1,515,1,73,10,73,10,62,7,4,47,17,207,3,17,1,1,1,12,10,23,47,67,1,3,3,3,0,5,0,0,0,3,1,4,17,0,0,9,22,0,125,105,230,0.3173913043478261
774,SEBASTIAO BOCALOM RODRIGUES,1392,2119,9,336,1,135,5,27,1,89,135,6,22,56,305,2,25,9,0,0,42,27,42,10,20,1,4,2,3,0,24,0,0,4,9,12,16,71,0,0,15,39,0,194,147,341,0.39589442815249265
775,SEBASTIAO BOCALOM RODRIGUES,1392,1961,9,307,1,125,19,80,7,104,31,12,32,53,290,5,33,10,0,0,23,13,25,74,87,5,4,8,5,2,13,1,1,0,4,5,9,23,0,0,11,25,0,196,142,338,0.3698224852071006
776,SEBASTIAO BOCALOM RODRIGUES,1392,1236,9,94,1,142,15,44,25,99,21,29,89,16,311,3,18,5,0,1,43,53,31,9,22,4,5,1,3,1,24,6,0,4,11,10,17,47,0,1,20,26,0,179,159,338,0.42011834319526625
777,SEBASTIAO BOCALOM RODRIGUES,1392,2100,9,332,1,106,7,23,2,67,103,4,27,68,299,0,2,0,0,0,25,21,41,15,37,0,3,0,0,0,31,1,1,0,3,10,9,37,0,0,15,52,0,166,135,301,0.3521594684385382
778,SEBASTIAO BOCALOM RODRIGUES,1392,2330,9,469,1,89,14,78,5,55,5,8,29,14,0,30,141,32,3,2,8,7,13,21,16,17,21,25,26,15,9,0,0,0,0,3,5,12,0,0,0,10,0,132,76,208,0.42788461538461536
779,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,292,1,117,3,89,4,106,67,3,25,52,287,5,38,18,1,0,21,14,22,39,150,5,3,4,4,0,9,0,0,0,1,3,3,23,0,0,8,40,0,171,178,349,0.335243553008596
780,SEBASTIAO BOCALOM RODRIGUES,1392,1449,9,33,1,133,16,42,7,115,39,18,59,37,308,2,18,5,0,0,103,20,47,1,25,2,2,6,0,0,15,1,0,4,6,7,15,32,0,0,16,31,0,174,159,333,0.3993993993993994
781,SEBASTIAO BOCALOM RODRIGUES,1392,1023,9,422,1,93,4,86,9,99,20,5,33,21,212,7,44,13,1,0,7,11,15,96,36,16,23,8,7,0,3,1,0,0,1,3,6,18,0,0,7,19,0,138,139,277,0.33574007220216606
782,SEBASTIAO BOCALOM RODRIGUES,1392,1031,9,19,1,131,29,42,5,110,61,16,47,25,307,2,16,10,0,0,45,30,28,10,17,3,6,2,3,1,18,7,1,11,16,21,29,25,3,0,26,33,0,175,160,335,0.39104477611940297
783,SEBASTIAO BOCALOM RODRIGUES,1392,1260,1,335,1,115,17,37,4,90,32,7,32,26,238,0,5,2,0,0,42,26,57,11,16,2,1,1,1,1,12,1,0,0,3,3,6,35,0,0,11,16,0,137,108,245,0.46938775510204084
784,SEBASTIAO BOCALOM RODRIGUES,1392,2720,1,463,1,143,27,52,12,94,5,41,92,16,303,1,30,5,0,0,47,29,42,8,13,2,1,7,1,2,25,5,1,3,8,7,19,46,0,0,19,54,0,174,165,339,0.4218289085545723
785,SEBASTIAO BOCALOM RODRIGUES,1392,1252,9,161,1,131,26,43,35,72,13,42,86,15,302,5,18,7,0,0,20,39,57,4,23,4,1,3,3,0,31,2,1,2,12,6,12,63,1,0,24,24,0,175,157,332,0.39457831325301207
786,SEBASTIAO BOCALOM RODRIGUES,1392,2070,9,452,1,79,6,71,2,84,58,3,9,25,128,7,67,55,0,1,14,10,10,48,21,38,26,29,3,1,6,0,0,0,0,3,4,25,0,0,4,16,0,138,120,258,0.3062015503875969
787,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,308,1,128,7,81,5,97,75,3,19,60,285,2,41,19,0,0,18,16,23,33,146,7,3,6,4,5,7,1,0,1,1,5,2,25,0,0,7,37,0,207,140,347,0.3688760806916426
788,SEBASTIAO BOCALOM RODRIGUES,1392,1074,9,36,1,133,29,45,8,103,41,24,55,36,316,3,18,4,0,0,13,14,26,18,30,3,3,5,1,0,38,1,1,10,19,18,23,42,2,0,35,39,0,188,153,341,0.39002932551319647
789,SEBASTIAO BOCALOM RODRIGUES,1392,1236,1,67,1,122,21,31,13,84,8,21,70,20,252,2,10,3,0,1,14,17,49,2,16,4,1,3,1,0,33,3,0,8,6,14,15,38,0,0,20,24,0,136,132,268,0.4552238805970149
790,SEBASTIAO BOCALOM RODRIGUES,1392,3425,1,688,1,119,16,125,18,102,1,15,49,12,293,5,36,2,0,2,12,11,27,103,91,4,5,6,5,2,12,0,0,2,3,7,2,15,0,0,5,26,0,167,171,338,0.3520710059171598
791,SEBASTIAO BOCALOM RODRIGUES,1392,1066,9,31,1,145,29,50,18,95,16,23,73,25,329,0,0,0,0,0,30,26,39,0,19,0,0,0,0,0,31,8,5,8,16,29,25,23,1,1,30,38,0,188,141,329,0.44072948328267475
792,SEBASTIAO BOCALOM RODRIGUES,1392,3255,1,569,1,118,15,44,5,105,66,19,46,35,310,2,17,6,0,0,32,18,32,19,20,2,6,5,1,2,37,4,1,4,11,14,23,33,1,0,45,25,0,199,136,335,0.3522388059701492
793,SEBASTIAO BOCALOM RODRIGUES,1392,1074,9,37,1,145,18,42,9,116,45,24,52,37,310,4,19,10,0,0,33,17,35,14,27,5,5,4,1,1,23,4,3,6,18,20,29,42,1,0,20,35,0,210,133,343,0.4227405247813411
794,SEBASTIAO BOCALOM RODRIGUES,1392,1473,1,161,1,110,21,48,12,76,54,17,39,31,272,2,19,4,1,0,21,63,11,24,21,7,11,3,0,2,33,6,5,9,10,7,11,22,2,0,13,17,0,159,139,298,0.3691275167785235
795,SEBASTIAO BOCALOM RODRIGUES,1392,1970,9,275,1,58,10,23,12,28,2,21,40,1,88,2,44,3,0,0,17,13,5,22,18,4,1,2,0,3,13,0,0,0,1,4,3,8,0,0,2,21,0,62,75,137,0.4233576642335766
796,SEBASTIAO BOCALOM RODRIGUES,1392,3441,1,691,1,144,14,36,10,106,64,10,52,49,313,3,18,7,0,0,25,25,34,4,16,2,2,2,2,0,32,1,0,2,3,6,15,114,1,0,16,39,0,181,160,341,0.4222873900293255
797,SEBASTIAO BOCALOM RODRIGUES,1392,1139,9,64,1,124,21,19,4,83,85,12,47,42,308,0,5,0,0,0,29,80,32,1,10,0,2,0,0,0,28,2,1,4,2,24,25,23,0,0,23,26,1,158,155,313,0.3961661341853035
798,SEBASTIAO BOCALOM RODRIGUES,1392,3662,1,761,1,102,11,24,1,63,74,13,33,13,219,2,4,7,0,0,24,7,32,13,19,2,1,3,0,1,24,1,1,11,11,9,28,9,1,1,22,12,0,114,118,232,0.4396551724137931
799,SEBASTIAO BOCALOM RODRIGUES,1392,1236,1,249,1,137,22,34,12,80,39,25,38,15,241,1,22,1,0,0,28,43,73,5,9,3,0,3,2,0,16,2,0,2,5,6,6,29,0,0,12,21,0,120,145,265,0.5169811320754717
800,SEBASTIAO BOCALOM RODRIGUES,1392,1872,9,257,1,112,3,39,2,74,104,8,15,61,286,0,10,10,0,0,41,28,38,17,45,4,3,3,0,1,17,5,0,2,2,4,8,34,0,0,18,36,0,170,136,306,0.3660130718954248
801,SEBASTIAO BOCALOM RODRIGUES,1392,1643,1,554,1,132,4,169,4,100,9,2,23,21,302,7,21,2,0,0,5,4,14,166,76,8,8,6,2,3,3,0,0,0,0,1,4,11,0,1,2,18,0,161,171,332,0.39759036144578314
802,SEBASTIAO BOCALOM RODRIGUES,1392,1929,1,436,1,132,20,45,8,92,29,16,55,23,288,0,0,0,0,0,52,20,89,0,13,0,0,0,0,0,21,1,1,1,7,4,11,17,0,0,16,35,0,170,118,288,0.4583333333333333
803,SEBASTIAO BOCALOM RODRIGUES,1392,3441,1,693,1,125,16,92,10,104,36,10,45,21,296,1,28,9,0,0,28,25,30,74,48,3,9,7,1,1,18,1,0,1,6,10,10,32,0,0,13,17,0,193,141,334,0.37425149700598803
804,SEBASTIAO BOCALOM RODRIGUES,1392,1171,9,81,1,109,17,19,10,68,51,26,41,20,250,0,1,1,0,0,18,69,29,0,8,0,0,0,0,0,34,5,2,3,12,11,13,10,1,1,19,17,0,126,126,252,0.43253968253968256
805,SEBASTIAO BOCALOM RODRIGUES,1392,2550,1,466,1,105,24,47,16,66,5,22,55,11,246,0,0,0,0,0,20,19,36,0,32,0,0,0,0,0,24,0,0,1,3,6,6,27,0,0,8,64,0,116,130,246,0.4268292682926829
806,SEBASTIAO BOCALOM RODRIGUES,1392,2313,9,393,1,122,7,30,2,82,105,8,22,85,318,1,15,7,0,0,18,16,27,16,17,3,5,5,2,0,21,2,1,6,6,10,10,52,0,0,15,109,0,187,154,341,0.35777126099706746
807,SEBASTIAO BOCALOM RODRIGUES,1392,3433,1,689,1,102,14,55,21,111,15,20,68,29,306,4,20,3,0,0,25,29,37,3,24,3,0,2,2,1,19,0,2,4,6,10,14,70,1,1,17,63,0,196,137,333,0.3063063063063063
808,SEBASTIAO BOCALOM RODRIGUES,1392,1619,9,141,1,156,21,62,20,80,20,28,75,13,303,3,10,3,0,0,36,33,59,20,14,4,4,3,3,0,19,3,0,5,5,7,9,75,0,0,11,9,0,171,148,319,0.4890282131661442
809,SEBASTIAO BOCALOM RODRIGUES,1392,2313,1,437,1,156,26,53,20,109,12,26,73,15,291,2,39,2,0,0,25,18,69,9,29,2,2,8,4,1,19,2,2,2,9,13,11,58,0,0,16,35,0,173,161,334,0.46706586826347307
810,SEBASTIAO BOCALOM RODRIGUES,1392,2780,1,547,1,110,17,73,10,78,4,24,49,10,235,3,25,2,0,0,16,16,30,56,56,1,1,3,2,0,11,0,0,1,3,3,5,24,0,0,9,28,0,136,129,265,0.41509433962264153
811,SEBASTIAO BOCALOM RODRIGUES,1392,1104,9,58,1,124,20,73,15,95,11,28,60,14,282,3,26,4,0,1,27,18,23,35,11,5,8,7,2,4,20,3,1,3,9,7,21,38,1,0,20,53,0,168,148,316,0.3924050632911392
812,SEBASTIAO BOCALOM RODRIGUES,1392,2046,9,407,1,130,10,141,9,95,6,8,50,16,302,0,30,2,0,1,15,5,10,157,73,2,12,3,0,0,7,0,0,0,2,1,2,18,0,0,6,22,0,177,158,335,0.3880597014925373
813,SEBASTIAO BOCALOM RODRIGUES,1392,2364,9,425,1,131,15,71,7,109,58,3,21,46,283,1,30,16,0,0,23,13,26,73,36,18,27,7,2,2,14,1,0,0,2,4,7,25,0,0,6,44,0,182,148,330,0.396969696969697
814,SEBASTIAO BOCALOM RODRIGUES,1392,1589,9,144,1,178,24,28,22,101,25,31,74,30,327,0,8,0,0,0,41,36,49,0,10,0,0,0,1,0,30,4,1,7,6,8,15,69,0,0,23,35,0,224,111,335,0.5313432835820896
815,SEBASTIAO BOCALOM RODRIGUES,1392,2577,1,465,1,115,14,53,20,72,3,32,75,16,285,0,0,0,0,0,27,23,26,0,16,0,0,0,0,0,19,2,1,3,8,7,13,47,0,0,17,76,0,146,139,285,0.40350877192982454
816,SEBASTIAO BOCALOM RODRIGUES,1392,1368,9,157,1,139,10,33,3,98,99,6,27,65,320,1,10,10,0,0,19,28,48,9,16,6,2,3,0,2,21,1,1,8,10,14,11,102,0,0,13,27,0,210,131,341,0.40762463343108507
817,SEBASTIAO BOCALOM RODRIGUES,1392,2780,1,818,1,137,12,74,17,80,19,15,47,8,121,19,108,18,4,2,18,14,20,33,20,16,20,23,9,4,14,0,0,0,2,2,11,28,0,0,13,25,0,146,126,272,0.5036764705882353
818,SEBASTIAO BOCALOM RODRIGUES,1392,1856,1,261,1,146,26,57,43,64,7,35,89,7,291,4,29,4,0,0,29,52,44,10,21,6,6,5,4,0,29,2,2,4,8,8,9,52,1,0,11,25,0,166,162,328,0.4451219512195122
819,SEBASTIAO BOCALOM RODRIGUES,1392,2836,1,507,1,119,19,85,23,78,8,31,66,9,287,0,31,1,0,0,22,16,43,31,91,6,5,2,1,0,13,0,1,3,2,7,6,24,1,1,12,32,0,152,167,319,0.3730407523510972
820,SEBASTIAO BOCALOM RODRIGUES,1392,2151,9,346,1,147,27,53,19,112,18,20,69,23,303,8,25,5,0,0,43,28,96,13,13,5,7,1,5,0,25,1,0,5,3,10,19,31,1,0,15,20,0,197,144,341,0.4310850439882698
821,SEBASTIAO BOCALOM RODRIGUES,1392,1791,9,309,1,115,11,52,17,41,2,11,61,3,126,11,54,7,0,0,7,5,11,43,36,11,8,6,9,1,9,0,0,1,0,1,6,15,0,0,10,19,0,99,99,198,0.5808080808080808
822,SEBASTIAO BOCALOM RODRIGUES,1392,2933,1,791,1,113,15,98,6,102,9,10,40,14,294,0,0,0,0,0,11,9,24,109,69,1,4,0,0,0,5,0,0,1,1,6,1,23,0,1,6,23,0,158,136,294,0.3843537414965986
823,SEBASTIAO BOCALOM RODRIGUES,1392,2674,1,484,1,137,10,67,17,90,20,29,84,20,303,5,23,6,0,0,31,27,38,18,56,2,5,0,3,0,20,1,0,2,8,18,14,25,0,0,21,48,0,194,143,337,0.4065281899109792
824,SEBASTIAO BOCALOM RODRIGUES,1392,1228,9,187,1,133,19,44,5,100,56,8,37,44,297,1,13,2,0,0,29,33,26,11,22,2,3,5,0,0,12,1,0,2,6,12,11,40,0,0,15,83,0,176,137,313,0.4249201277955272
825,SEBASTIAO BOCALOM RODRIGUES,1392,1619,9,124,1,115,26,55,24,79,11,30,83,12,302,2,14,1,1,0,45,25,95,17,29,3,3,1,1,0,12,1,1,4,9,3,7,28,0,0,13,23,0,176,144,320,0.359375
826,SEBASTIAO BOCALOM RODRIGUES,1392,1597,9,101,1,141,35,45,16,89,14,31,84,15,319,1,9,0,0,0,81,26,40,5,18,0,4,2,0,0,32,5,1,4,10,10,18,33,0,1,15,24,0,176,153,329,0.42857142857142855
827,SEBASTIAO BOCALOM RODRIGUES,1392,1260,1,66,1,109,18,31,11,76,28,15,46,17,233,0,6,3,0,0,16,14,26,13,32,2,0,0,0,0,27,3,2,3,10,11,12,41,0,0,19,11,0,117,125,242,0.45041322314049587
828,SEBASTIAO BOCALOM RODRIGUES,1392,1694,9,217,1,115,25,41,24,73,16,38,77,6,300,0,0,0,0,0,31,31,30,8,25,0,0,0,0,0,12,2,1,8,12,12,23,26,1,0,26,52,0,163,137,300,0.38333333333333336
829,SEBASTIAO BOCALOM RODRIGUES,1392,3280,1,632,1,113,22,29,3,80,80,14,51,49,310,2,15,1,0,0,28,19,35,1,18,2,1,1,0,0,35,2,1,4,15,30,26,39,2,0,36,33,0,180,148,328,0.3445121951219512
830,SEBASTIAO BOCALOM RODRIGUES,1392,1180,1,42,1,138,21,31,2,41,39,10,17,15,168,0,7,1,0,0,9,14,18,8,15,4,0,1,2,0,19,4,2,6,9,10,7,15,2,1,21,9,0,103,73,176,0.7840909090909091
831,SEBASTIAO BOCALOM RODRIGUES,1392,1520,9,294,1,98,5,69,5,98,46,0,18,53,292,0,2,0,0,0,16,11,18,50,110,1,1,1,0,0,10,0,1,0,3,5,5,24,0,0,7,31,0,145,149,294,0.3333333333333333
832,SEBASTIAO BOCALOM RODRIGUES,1392,1139,1,36,1,128,29,61,15,109,39,19,49,20,308,0,26,7,0,0,14,20,24,31,23,11,8,7,4,4,44,4,2,11,11,11,22,36,3,0,31,20,0,158,183,341,0.375366568914956
833,SEBASTIAO BOCALOM RODRIGUES,1392,1244,9,127,1,159,31,44,6,109,44,20,41,35,316,3,8,3,0,0,41,22,76,0,17,0,0,1,2,0,22,1,1,6,3,8,6,81,0,0,16,27,0,156,174,330,0.4818181818181818
834,SEBASTIAO BOCALOM RODRIGUES,1392,3646,1,749,1,122,19,44,0,95,102,5,31,36,308,2,14,8,0,0,19,44,17,28,23,8,9,4,1,0,31,0,1,9,12,19,31,22,1,0,33,20,0,181,151,332,0.3674698795180723
835,SEBASTIAO BOCALOM RODRIGUES,1392,1031,9,408,1,118,6,119,3,112,23,6,23,42,308,1,19,6,0,0,18,16,23,143,48,6,7,1,2,1,5,0,0,2,1,3,5,23,0,0,5,25,0,174,160,334,0.3532934131736527
836,SEBASTIAO BOCALOM RODRIGUES,1392,2577,1,434,1,124,15,51,21,78,6,28,80,13,292,0,0,0,0,0,40,24,50,0,33,0,0,0,0,0,22,3,2,6,10,8,8,29,1,0,12,44,0,155,137,292,0.4246575342465753
837,SEBASTIAO BOCALOM RODRIGUES,1392,1791,9,228,1,147,13,20,44,22,5,43,116,0,263,0,0,0,0,0,38,32,16,1,26,0,0,0,0,0,26,2,1,4,3,13,20,28,0,0,21,32,0,127,136,263,0.55893536121673
838,SEBASTIAO BOCALOM RODRIGUES,1392,1600,9,427,1,130,10,108,13,124,14,12,45,10,301,1,32,2,0,0,14,9,17,156,38,14,20,5,5,2,8,0,0,0,1,5,6,16,0,0,4,16,0,170,166,336,0.3869047619047619
839,SEBASTIAO BOCALOM RODRIGUES,1392,2712,1,499,1,115,20,47,32,68,0,29,90,5,291,0,0,0,0,0,38,30,43,0,23,0,0,0,0,0,34,2,0,3,13,4,11,35,1,0,19,35,0,174,117,291,0.3951890034364261
